1395	philadelphia
1396	colorado college
1397	harvard university
1398	colorado rockies
1399	pittsburgh pirates
1401	marshall faulk
1403	indianapolis
1405	dominic rhodes
1406	columbia
1407	spain
1409	adaptation
1410	columbus
1413	indians
1416	common sense
1418	concord
1419	exeter
1424	congo
1425	france
1426	connecticut
1430	connie chung
1432	conrad
1466	cooper
1469	nfl
1474	copps
1475	martin
1476	costa rica
1481	ecuador
1482	cowboys
1483	minnesota vikings
1490	craig
1494	crash
1496	cristiano ronaldo
1497	madrid
1500	cross
1502	cuba
1509	wrigley field
1511	jeff samardzija
1517	aaron heilman
1519	kevin gregg
1522	curtis martin
1526	d.c.
1529	feed
1531	misery
1532	daniel radcliffe
1533	harry potter
1534	delhi
1538	dhaka
1542	daily news
1545	nuggets
1548	dale earnhardt
1551	defensive end
1557	pacific
1558	dallas cowboys
1561	joe horn
1562	damon
1565	signs
1568	dan
1569	germany
1581	memphis
1595	palace
1596	dan rather
1597	washington dc
1598	daniel craig
1602	dante
1605	inferno
1610	dante alighieri
1611	divine comedy
1612	darkness
1614	darwin
1619	ghost
1620	daunte culpepper
1621	detroit lions
1622	dave barry
1624	dave williams
1625	john smoltz
1641	portland
1651	neil cavuto
1653	winnipeg
1657	mark
1673	main
1675	salman rushdie
1683	bucharest
1687	ashland
1694	david beckham
1698	david copperfield
1702	david davis
1703	firewall
1704	david ortiz
1706	dawson
1712	dawson city
1714	de niro
1715	trilogy
1720	defoe
1724	denmark
1739	west
1740	denver nuggets
1741	houston rockets
1743	elbow room
1746	derbyshire
1748	derek lowe
1749	dodgers
1750	des moines
1761	dontrelle willis
1765	vancouver
1770	detroit pistons
1771	la clippers
1774	devils
1777	martin brodeur
1778	dewey
1780	diamondbacks
1782	diane sawyer
1783	nevada
1785	white house
1786	dianetics
1788	disclosure
1790	district
1797	penobscot
1824	dr. seuss
1826	dracula
1829	romania
1834	dublin
1838	dubliners
1839	ireland
1842	duke university
1844	duncan
1845	spurs
1850	dune
1852	durham
1854	dwight howard
1857	kevin garnett
1858	elizabeth taylor
1859	maria shriver
1860	ellen page
1861	juno
1862	espn
1863	yanks
1864	espn.com
1877	buffalo bills
1881	conseco fieldhouse
1890	east carolina
1891	greenville
1894	east midlands
1896	eclipse
1899	hague
1904	edinburgh
1908	edmonton
1910	edmonton oilers
1912	egypt
1925	ethiopia
1926	eminem
1928	emma
1929	pearl
1933	salon
1935	fox
1939	liverpool
1955	portsmouth
1961	finland
1965	iceland
1971	krakow
1975	wales
1977	havana
1986	eric cantona
1990	essays
1992	ethan bronner
1995	rangers
1996	eugene
2002	euphrates
2004	eureka
2006	evgeni malkin
2007	alex ovechkin
2009	pittsburgh penguins
2020	ewan mcgregor
2021	star wars
2027	montreal
2030	frankenstein
2032	falmouth
2034	fantastic four
2036	fareed zakaria
2037	newsweek
2038	farmar
2039	raptors
2040	fences
2041	august wilson
2042	fenway park
2043	yankee stadium
2044	ferrell
2046	fiji
2066	fitzgerald
2069	riyadh
2071	montreal canadiens
2074	florence
2081	reading
2085	tampa bay
2094	florida state
2096	flyers
2097	goalie
2129	brooklyn
2131	buenos aires
2153	lithuania
2157	midfield
2165	algeria
2167	martinique
2173	strasbourg
2175	moscow
2180	frank miller
2190	fremont
2192	fresno state
2194	frida
2195	stockholm
2196	frisco
2201	korea
2204	gary oldman
2205	jfk
2206	gary sheffield
2207	yankee
2208	gators
2211	warriors
2213	samuel
2224	geoffrey chaucer
2225	canterbury tales
2243	rappahannock
2255	luxor
2256	george orwell
2260	georgetown hoyas
2262	georgia
2277	metamorphosis
2279	lsu
2283	zambia
2293	ukraine
2319	guns
2323	malta
2328	ghana
2333	savannah
2337	pats
2343	barry zito
2345	patriots
2347	usa today
2362	giovanni boccaccio
2364	glasgow
2369	cabaret
2370	godzilla
2371	time machine
2376	good earth
2378	gospel
2386	grand
2387	michigan
2388	grease
2403	vegas
2405	hawaii
2409	guardian
2414	green bay
2416	greer
2420	guam
2424	guatemala
2426	guayaquil
2428	guinea-bissau
2429	portugal
2436	henrik ibsen
2444	haaretz
2446	haarlem
2448	hall
2449	greg maddux
2459	mask
2461	annals
2462	halloween
2463	roots
2469	spa
2473	terminator
2478	hamlet
2482	hannibal
2487	carthage
2488	harrison
2491	hoosiers
2494	harrison ford
2495	indiana jones
2504	hartford
2507	stanford
2518	harvey
2521	murray
2530	hawks
2535	seneca wallace
2537	patrick sharp
2539	jacksonville
2548	heath ledger
2549	brokeback mountain
2550	hedda gabler
2552	hedo turkoglu
2553	orlando magic
2554	hee-seop choi
2556	heidi
2563	hunter
2564	heinlein
2568	hemingway
2570	henry fielding
2571	joseph andrews
2572	herbert
2573	reno
2576	hernandez
2578	highland heights
2580	hockey
2583	soccer
2584	holbrook
2586	holy cross
2588	homer
2594	honduras
2600	honolulu
2602	honus wagner
2604	hook
2612	hornets
2617	lyon
2619	nyc
2624	houdini
2651	madison
2660	houston
2664	hugh jackman
2666	hugo
2670	hulk
2673	peru
2674	huntsville
2676	hyde
2678	idaho falls
2679	idaho
2690	ichiro
2694	imperialism
2700	independent
2703	turkey
2705	cairo
2715	soviet union
2723	nepal
2740	indian tribes
2753	lafayette
2758	indiana pacers
2759	bradley center
2767	peavy
2779	uzbekistan
2783	mississippi river
2792	insomnia
2793	lewis carroll
2830	iron man
2835	la times
2836	ishmael
2853	joseph
2863	morocco
2865	prey
2869	lebanon
2893	palestine
2917	summit
2923	new zealand
2952	istanbul
2954	ivanhoe
2956	iverson
2958	j.j. redick
2960	jakarta
2964	jeff jacoby
2969	ussr
2970	jk rowling
2972	johannesburg
2977	young
2981	fulton
2983	metz
2984	jamarcus russell
2986	jack black
2988	jack kerouac
2990	jack london
2992	jackie robinson
2994	jackson
3007	las vegas
3012	jags
3013	byron leftwich
3016	jamaica
3022	jamal lewis
3029	nile
3037	salem
3039	alexandria
3049	rocky
3065	lamb
3067	festival hall
3068	james agee
3070	james baldwin
3073	goldfinger
3074	james brown
3076	james madison
3078	james surowiecki
3079	new yorker
3080	jamie foxx
3082	jane
3093	rochester
3098	jane austen
3099	manhattan
3107	south korea
3115	dictionary
3144	jason horowitz
3145	seattle seahawks
3146	jason taylor
3148	jaws
3150	jayhawks
3151	red wings
3152	jazz
3156	jeff zeleny
3158	jeremy
3172	jermaine o'neal
3174	jerry rice
3176	jerry stackhouse
3188	jessica alba
3191	ryan
3206	jim carrey
3208	jim rice
3212	joe dimaggio
3213	yankees
3214	joe henderson
3216	joe mauer
3218	joe torre
3219	carl pavano
3222	johan santana
3271	brighton
3277	john adams
3279	stranger
3291	michael
3295	folsom
3319	maryland
3328	john maine
3329	phillies
3332	john steinbeck
3334	john stossel
3336	john travolta
3338	jon heyman
3339	braves
3340	jonah goldberg
3341	liberal fascism
3361	yellow jackets
3372	josh smith
3374	joyce
3377	serbia
3378	julie andrews
3379	salzburg
3384	k pax
3386	kiev
3390	kafka
3394	kareem abdul-jabbar
3395	ucla
3396	karl marx
3398	kate hudson
3401	spider-man
3403	cbs news
3406	keith primeau
3407	chris osgood
3408	kelso
3410	kennedy
3424	kentucky
3430	kenya
3434	kevin costner
3438	kevin mckenna
3440	khartoum
3442	kim
3443	belmont
3462	king john
3464	king kong
3466	kirsten dunst
3475	mdina
3477	old school
3482	kobe bryant
3486	kootenay
3502	kuwait
3506	kyoto
3511	nbc
3513	ridley scott
3515	lost
3519	auxerre
3528	lake michigan
3539	kwame brown
3543	smush parker
3553	minnesota timberwolves
3554	lamar odom
3560	langston hughes
3562	larry fitzgerald
3564	larry king
3565	midnight
3568	laura
3571	myths
3583	new orleans
3599	katherine mansfield
3601	nyt
3602	leadville
3603	aspen
3604	leafs
3605	acc
3626	lenin
3634	les miserables
3636	lewes
3638	lewis
3650	lewiston
3651	opera house
3652	lexington
3654	libya
3655	independence day
3669	holes
3672	lima
3674	limas sweed
3676	lincoln
3684	lindsay lohan
3696	little prince
3697	secrets
3700	little tennessee
3702	little voice
3703	jane horrocks
3705	milan
3715	steven gerrard
3716	liza minnelli
3717	marlon brando
3718	lolita
3731	good
3734	longhorns
3736	longview
3738	los
3739	seoul
3741	karlsruhe
3753	charlie sheen
3754	louisiana
3762	louisville
3763	wake forest
3765	morrison
3766	luis castillo
3767	david pauley
3770	lyons
3774	maas
3786	mgm grand
3788	miaa
3789	defensive player
3802	madagascar
3811	rowling
3816	magglio ordonez
3817	paul konerko
3821	winston churchill
3823	toronto raptors
3825	usda
3831	shogun
3834	magician
3836	magnolia
3846	maine
3847	worcester
3848	malaysia
3858	manchester
3862	manchester united
3863	carlos tevez
3866	mapleton
3867	fortune
3868	margaret atwood
3869	brian jacques
3870	mariners
3926	mark derosa
3927	derrek lee
3928	mark grace
3930	mark recchi
3932	mark twain
3935	twain
3937	mississippi
3938	markus naslund
3940	marlins
3941	tom glavine
3943	piazza
3947	truman capote
3951	waterford
3955	twilight
3967	catcher
3968	marty
3973	fort lauderdale
3978	marty turco
3980	mary shelley
3988	matrix
3992	mats sundin
3993	vancouver canucks
3994	matsui
3996	matt hasselbeck
3998	matt morris
4000	maury allen
4002	maverick
4004	mavericks
4008	melbourne
4012	melville
4022	memphis grizzlies
4056	meryl streep
4058	mets
4063	carlos beltran
4084	mexico city
4098	miami beach
4100	miami herald
4109	whistler
4125	richmond
4135	seymour hersh
4142	michael crichton
4143	jurassic park
4145	florida gators
4147	ohio state
4154	mickey rourke
4156	middlesbrough
4157	manchester city
4162	miley cyrus
4164	miller
4173	ben jonson
4186	milton
4187	shakespeare
4191	areopagitica
4193	bobby simmons
4198	minden
4213	ryan longwell
4215	kanagawa
4236	mississippi state
4242	mitch albom
4244	mobile
4249	jimmy buffett
4250	modern times
4254	monroe
4258	monster
4261	tokyo
4264	montana
4266	montmorency
4267	quebec city
4269	chinatown
4283	littleton
4301	tours
4316	morton
4352	mother jones
4354	moulin rouge
4355	x-men
4356	mountain view
4358	mumbai
4364	murcia
4366	murphy
4377	usc
4384	narnia
4386	nascar
4391	tim duncan
4409	jeff miller
4410	new brunswick
4422	newsday
4431	terrell owens
4434	nhl
4438	npr
4440	ny times
4444	nairobi
4446	namur
4448	nana
4452	napoleon dynamite
4458	nassau
4460	natalie wood
4471	bangkok
4472	national
4484	neal cotts
4486	neil gaiman
4487	anathem
4496	netherland antilles
4527	northwest
4533	scoop
4554	new delhi
4558	new madrid
4561	jonathan vilma
4565	superdome
4567	mirage
4572	new republic
4573	john judis
4575	smith
4577	kuala lumpur
4581	giants stadium
4587	toledo
4591	observer
4598	newark
4604	newcastle
4612	nicholas cage
4618	nick swisher
4620	nicole kidman
4640	niue
4642	nokia
4646	norfolk
4648	norman mailer
4650	northern
4658	northwestern
4659	defenders
4664	nottingham
4666	novi
4669	houston oilers
4673	darren mcfadden
4674	oakland athletics
4675	todd walker
4676	oakland raiders
4677	coliseum
4684	office space
4689	college football
4690	oilers
4692	oklahoma city
4694	ole miss
4698	oliver stone
4700	orel hershiser
4702	origin
4713	orlando sentinel
4724	orson welles
4725	citizen kane
4726	osaka
4728	oscar wilde
4730	osi umenyiora
4734	ovid
4735	romans
4739	river thames
4743	sonnets
4750	phoenix
4760	prom
4762	providence
4764	packers
4765	lambeau field
4767	tackle
4768	pacman jones
4770	padres
4775	outfield
4778	palau
4782	panthers
4799	ronaldo
4807	michael vick
4877	guard
4883	state university
4893	edward norton
4904	paul martin
4912	pearl buck
4914	pele
4916	penguins
4918	perth
4928	pete rose
4945	sports illustrated
4957	sandman
4984	peter forsberg
4986	peter schmuck
4987	baltimore sun
4988	phaedo
4990	phantom
5003	geoff jenkins
5004	philadelphia flyers
5005	florida panthers
5006	philadelphia phillies
5007	cincinnati reds
5008	philip pullman
5011	casino
5023	arizona republic
5042	pierce brosnan
5043	goldeneye
5044	pierre thomas
5046	pilar
5047	pretty woman
5059	walter herrmann
5070	pittsburgh panthers
5071	cincinnati bearcats
5072	plato
5073	gorgias
5080	plaxico burress
5088	poems
5097	warszawa
5101	speak
5103	fantasy football
5107	downtown portland
5115	porto
5125	iliad
5129	tacoma
5150	prague
5155	vltava river
5157	shanghai
5158	priest holmes
5160	prometheus
5166	ptolemy
5167	hostage
5168	puerto rico
5170	quincy
5176	raiders
5184	raja bell
5188	raleigh
5194	rambo
5196	ramon sessions
5198	ramona
5200	rams
5209	kauffman stadium
5211	hank blalock
5221	andres nocioni
5226	rashard lewis
5228	ravens
5232	rebecca
5233	stanford university
5250	red river
5253	john wayne
5257	mike lowell
5261	roger clemens
5265	johan franzen
5273	seahawks
5274	reese witherspoon
5278	reggie jackson
5282	rent
5298	reuters
5308	rhine
5312	rich harden
5313	hiroki kuroda
5314	richard adams
5320	riga
5323	old town
5324	rio
5328	robert alexander
5330	robert heinlein
5332	robert lawson
5334	robert rodriguez
5336	robin hood
5340	robin williams
5352	rogue
5356	roma
5377	tiber
5386	ronaldinho
5392	rousseau
5398	roy halladay
5400	royals
5411	travels
5417	cornwall
5422	rush hour
5424	rushdie
5426	russell crowe
5496	rutgers
5511	wells
5513	abu dhabi
5521	snake
5530	sox
5532	spiderman
5534	star trek
5536	sabathia
5539	time magazine
5540	sacramento bee
5542	sacramento kings
5543	thomas
5546	safeco field
5552	safford
5554	saint paul
5569	venice
5570	sally quinn
5572	salvador
5576	sam mendes
5577	leonardo dicaprio
5582	samuel butler
5584	samuel johnson
5586	san antonio
5599	randy johnson
5610	san juan
5614	santa fe
5616	sartre
5618	saudi arabia
5624	savard
5649	feast
5658	sean casey
5660	sean connery
5678	seattle mariners
5682	seattle post-intelligencer
5688	selkirk
5690	seminoles
5692	senegal
5693	second city
5705	nathan fillion
5706	seville
5728	shane
5742	shannon
5743	volleyball
5750	shannon elizabeth
5754	shelley
5758	shelton
5760	shirley
5764	shooter
5766	short stories
5774	sinclair lewis
5776	singularity
5777	ray kurzweil
5778	sioux falls
5779	sioux city
5780	sixers
5781	elton brand
5784	slovenia
5791	pretoria
5840	socorro
5841	pueblo
5842	socrates
5850	softball
5851	midwestern state
5852	solomon
5858	somini sengupta
5861	mozambique
5867	tanzania
5868	southgate
5889	josh bard
5921	washington square
5924	springfield
5934	st-petersburg
5936	st. augustine
5937	confessions
5938	stagecoach
5939	east london
5949	transformers
5956	steamboat springs
5963	rashard mendenhall
5968	stephen
5973	charlton heston
5982	stephen king
5984	steve mcnair
5986	steve nash
5990	steve smith
5994	steven erlanger
5998	stony brook
5999	hanover
6000	stuttgart
6007	geneva
6033	tzu
6054	superman returns
6070	switzerland
6086	sylvester stallone
6092	syracuse orangemen
6096	tcu
6102	thom shanker
6106	twins
6108	tacitus
6138	tasmania
6140	tayshaun prince
6142	ted thompson
6144	tela
6152	tennessee titans
6154	tennessee williams
6158	texans
6159	ethics
6179	payback
6180	texas longhorns
6182	thailand
6188	thames
6190	marshall islands
6192	thierry henry
6199	reggie bush
6205	atlanta journal-constitution
6210	thomas jefferson
6216	thoreau
6217	walden pond
6220	tim russert
6222	timberwolves
6225	clarissa
6241	saudi
6304	titanic
6310	tobey maguire
6314	tolkien
6315	hobbit
6318	tolstoy
6321	john updike
6322	tom cruise
6330	tom hanks
6335	forrest gump
6336	tom jones
6338	tonga
6351	jake voskuhl
6360	tracy mcgrady
6362	transylvania
6366	treasure island
6368	trent
6370	trenton
6374	trondheim
6376	troy
6383	hatchet
6384	tulsa
6387	michigan state
6408	turkmenistan
6410	tuvalu
6415	blue moon
6417	robert pattinson
6457	myanmar
6505	washington state
6506	uconn
6510	uncg spartans
6511	elon phoenix
6545	latvia
6548	uglies
6556	ulysses
6561	gloucester
6605	arkansas river
6682	upton sinclair
6692	utopia
6701	hoffman estates
6705	burnaby
6709	nashville predators
6710	vanity fair
6711	kate winslet
6712	varitek
6723	verona
6726	verdun
6728	vertigo
6737	yellow
6743	sleepovers
6744	vientiane
6758	vince carter
6760	vinh long
6762	virginia tech
6764	voltaire
6788	walter cronkite
6805	miracle
6807	mount vernon
6813	somalia
6837	gilbert arenas
6840	washington irving
6842	washington nationals
6843	camden yards
6860	wayne rooney
6870	wes welker
6909	hungary
6932	white sox
6939	ben broussard
6941	anchorman
6956	william shakespeare
6957	titus andronicus
6960	wilmington
6973	histories
6974	wolf
6976	woodstock
6978	woody allen
6984	yamuna
6991	texas rangers
7001	washington senators
7015	outfielder
7016	yarra
7044	zach braff
7046	zen
7050	zenith
7062	zurich
7080	alfonso soriano
7140	armor
7141	bullet
7142	asante samuel
7143	washington redskins
7147	mesa
7173	alex gordon
7182	baum
7193	2 cor
7195	unknown
7209	farewell
7211	new moon
7314	canterbury
7315	ghosts
7341	clearwater
7356	cathedral
7390	chargers
7442	collateral
7449	calcutta
7488	coordinator
7490	cork
7505	detroit news
7508	daisuke matsuzaka
7530	daylight
7537	ctv
7562	defenses
7563	rankings
7567	kolkata
7570	diane keaton
7576	disney world
7585	timeline
7641	niagara falls
7645	carmelo anthony
7673	hay
7693	ryan giggs
7694	forks
7736	garfield
7758	gladiator
7766	goalkeeper
7772	goosebumps
7779	infidel
7788	great expectations
7796	guerrillas
7826	high fidelity
7831	eddie murphy
7845	angeles
7854	hot air
7871	pinocchio
7893	puget sound
7958	laredo
8003	receiver
8083	medford
8119	ohio river
8120	linebacker
8121	hines ward
8122	lineman
8159	johnstown
8165	charles dickens
8172	matt bonner
8176	mean girls
8291	deliverance
8389	washington d.c.
8394	modesto
8396	molly ivins
8415	iraqi
8481	grand rapids
8513	little women
8573	tipping point
8600	new rules
8617	johnny depp
8657	lebron james
8661	kevin love
8698	orleans
8706	liar
8741	tom brady
8773	hull
8825	dominik hasek
8875	dover
8913	firestarter
9017	atonement
9086	revelations
9088	richard iii
9089	aeschylus
9090	robin ventura
9091	nolan ryan
9093	mauritius
9113	frankfurt
9175	mbabane
9184	saint
9205	minneapolis-st
9267	william morris
9280	shaft
9307	othello
9319	togo
9347	redwall
9383	shine
9407	cape town
9422	taj mahal
9563	whakatane
9565	wrangell
9573	petersburg
9612	twister
9734	yangtze
9749	hitter
9768	afl
9772	american graffiti
9776	aberdeen
9816	adam wainwright
9822	agatha christie
9823	r.l. stine
9826	akron
9828	al kaline
9830	alan moore
9831	watchmen
9846	albertville
9852	alchemist
9861	spree
9879	drew barrymore
9908	alma
9909	knoxville
9990	anaheim angels
10014	andrews
10022	andy pettitte
10040	antawn jamison
10050	anthony burgess
10052	antigone
10060	archangel
10111	philadelphia eagles
10112	arizona wildcats
10149	aaron boone
10151	randy wolf
10159	cleveland indians
10161	al horford
10168	atlantic city
10169	malcolm x
10177	tuscaloosa
10182	audrey hepburn
10184	austen
10231	spider man
10252	bolivar
10254	brazzaville
10264	baden
10266	ballard
10277	umbc
10288	barbara ehrenreich
10292	barrow
10300	barry sanders
10302	barsoom
10304	basalt
10308	basra
10316	batman forever
10323	quarterbacks
10325	rex grossman
10327	kerry collins
10339	thomas jones
10346	bellevue
10347	convention center
10348	ben affleck
10360	bernie williams
10382	big ben
10384	bill hall
10385	infield
10386	bill mazeroski
10388	bill simmons
10399	rfk stadium
10400	billy wagner
10402	bing crosby
10408	blade runner
10412	blois
10414	blue devils
10416	blue jackets
10418	blue ridge
10422	boardman
10423	columbia river
10429	sean may
10434	boise state
10435	colorado state
10443	valencia
10457	l.a. lakers
10459	michael ryder
10461	portland trailblazers
10476	brad penny
10482	brandon webb
10484	brantford
10493	mark teixeira
10514	brendan haywood
10522	brewer
10526	brewers
10533	eric gagne
10540	brian mccann
10542	brian schneider
10543	jason kendall
10544	brian westbrook
10546	brian williams
10551	champ bailey
10553	travis henry
10569	st louis
10603	denver broncos
10604	brownsville
10616	bryson city
10624	bucs
10628	buena vista
10637	yellowstone
10640	bujumbura
10658	bullitt
10674	byron
10676	c.s. lewis
10692	cc sabathia
10694	cfl
10717	untouchables
10735	nile river
10737	canucks
10763	charles river
10833	mathieu schneider
10836	candide
10837	faust
10842	capote
10846	carey price
10854	carl edwards
10858	carl sagan
10860	carlos boozer
10868	carolina panthers
10901	joe johnson
10905	wally szczerbiak
10909	houston chronicle
10914	cedric benson
10929	indiana university
10956	charles darwin
10959	martin chuzzlewit
10960	charles gibson
10968	charlie villanueva
10997	dave kingman
11098	chris crutcher
11100	chris wallace
11101	brit hume
11102	chris webber
11104	christian bale
11114	christopher hitchens
11116	christopher walken
11133	jacobs field
11136	cleveland browns
11137	derek anderson
11138	cleveland cavaliers
11157	seattle times
11163	wye
11168	clyde
11172	coastal
11174	coco crisp
11176	cold mountain
11193	suny cortland
11212	colorado rapids
11214	colorado river
11221	peyton manning
11251	benin
11295	joan didion
11304	cop land
11314	cote d'ivoire
11338	cromwell
11342	crosby
11370	cusco
11372	cymbeline
11429	connery
11430	danny boyle
11441	linz
11457	first love
11524	david brooks
11526	david wells
11528	david wright
11549	pepsi center
11558	deron williams
11567	matt cassel
11569	steve yzerman
11574	devil rays
11586	dickens
